id,city,county,state,population,density
13073,Devils Elbow,Pulaski,Missouri,229.0,6.9
13074,Duke,Pulaski,Missouri,127.0,1.8
13075,Edgar Springs,Phelps,Missouri,1154.0,4.6
13076,Eunice,Texas,Missouri,80.0,2.5
13077,Fort Leonard Wood,Pulaski,Missouri,15615.0,57.1
13078,Hartshorn,Shannon,Missouri,258.0,1.2
13079,Huggins,Texas,Missouri,54.0,0.7
13080,Jadwin,Dent,Missouri,191.0,3.0
13081,Laquey,Pulaski,Missouri,427.0,4.3
13082,Licking,Texas,Missouri,6804.0,12.1
13083,Mountain View,Howell,Missouri,6577.0,13.6
13084,Roby,Texas,Missouri,204.0,9.4
13085,Solo,Texas,Missouri,133.0,3.3
13086,Steelville,Crawford,Missouri,4706.0,6.6
13087,Viburnum,Crawford,Missouri,711.0,24.1
13088,Stoutland,Camden,Missouri,1742.0,10.5
13089,Success,Texas,Missouri,715.0,9.8
13090,Vichy,Maries,Missouri,620.0,4.1
13091,Saint Robert,Pulaski,Missouri,10535.0,167.3
13092,Wesco,Crawford,Missouri,94.0,10.7
13093,Long Lane,Dallas,Missouri,1929.0,9.4
13094,Ash Grove,Greene,Missouri,3779.0,16.7
13095,Blue Eye,Stone,Missouri,2013.0,27.2
13096,Bois D Arc,Greene,Missouri,1779.0,19.1
13097,Bradleyville,Taney,Missouri,661.0,2.4
13098,Branson,Taney,Missouri,27811.0,140.4
13099,Brixey,Ozark,Missouri,232.0,3.8
13100,Bruner,Christian,Missouri,267.0,6.7
13101,Cape Fair,Stone,Missouri,1630.0,10.5
13102,Caulfield,Ozark,Missouri,2326.0,8.6
13103,Cedarcreek,Taney,Missouri,879.0,7.1
13104,Chestnutridge,Christian,Missouri,379.0,12.6
13105,Clever,Christian,Missouri,6057.0,55.6
13106,Cross Timbers,Hickory,Missouri,586.0,3.1
13107,Dunnegan,Polk,Missouri,1343.0,13.2
13108,Everton,Dade,Missouri,1613.0,6.0
13109,Fair Grove,Greene,Missouri,6855.0,33.7
13110,Fordland,Webster,Missouri,4392.0,23.8
13111,Freistatt,Lawrence,Missouri,253.0,474.0
13112,Graff,Wright,Missouri,185.0,2.7
13113,Grovespring,Wright,Missouri,1066.0,5.4
13114,Half Way,Polk,Missouri,2722.0,9.2
13115,Halltown,Lawrence,Missouri,46.0,22.8
13116,Hardenville,Ozark,Missouri,40.0,8.8
13117,Highlandville,Christian,Missouri,2780.0,26.2
13118,Humansville,Polk,Missouri,2972.0,12.0
13119,Kirbyville,Taney,Missouri,3085.0,23.2
13120,Kissee Mills,Taney,Missouri,1164.0,11.3
13121,Lampe,Stone,Missouri,1942.0,21.3
13122,Kimberling City,Stone,Missouri,4709.0,186.0
13123,Brandsville,Howell,Missouri,44.0,65.8
13124,Cabool,Texas,Missouri,4974.0,10.8
13125,Couch,Oregon,Missouri,131.0,1.7
13126,Koshkonong,Oregon,Missouri,983.0,3.7
13127,Monett,Barry,Missouri,13114.0,58.7
13128,Mountain Grove,Wright,Missouri,8536.0,11.2
13129,Niangua,Webster,Missouri,2538.0,8.8
13130,Nixa,Christian,Missouri,34681.0,261.9
13131,Oldfield,Christian,Missouri,725.0,9.3
13132,Pierce City,Lawrence,Missouri,3061.0,13.1
13133,Pleasant Hope,Polk,Missouri,2814.0,34.7
13134,Powersite,Taney,Missouri,171.0,46.8
13135,Protem,Taney,Missouri,859.0,5.1
13136,Purdy,Barry,Missouri,3175.0,14.5
13137,Reeds Spring,Stone,Missouri,8062.0,36.9
13138,Ridgedale,Taney,Missouri,910.0,27.1
13139,Rockaway Beach,Taney,Missouri,3586.0,340.2
13140,Rueter,Taney,Missouri,85.0,1.9
13141,Seligman,Barry,Missouri,2865.0,16.2
13142,Shell Knob,Stone,Missouri,3586.0,18.1
13143,South Greenfield,Dade,Missouri,377.0,3.1
13144,Spokane,Christian,Missouri,592.0,12.1
13145,Squires,Douglas,Missouri,665.0,6.6
13146,Stotts City,Lawrence,Missouri,820.0,10.2
13147,Taneyville,Taney,Missouri,1073.0,8.2
13148,Theodosia,Ozark,Missouri,1289.0,4.3
13149,Thornfield,Ozark,Missouri,547.0,2.8
13150,Tunas,Dallas,Missouri,1321.0,5.4
13151,Udall,Ozark,Missouri,65.0,4.6
13152,Vanzant,Douglas,Missouri,145.0,1.1
13153,Walnut Shade,Taney,Missouri,1545.0,16.6
13154,Wasola,Ozark,Missouri,332.0,2.0
13155,Weaubleau,Hickory,Missouri,977.0,7.9
13156,West Plains,Howell,Missouri,25173.0,22.0
13157,Windyville,Dallas,Missouri,161.0,5.3
13158,Zanoni,Ozark,Missouri,0.0,0.0
13159,Macks Creek,Camden,Missouri,1716.0,6.0
13160,Roach,Camden,Missouri,1136.0,11.4
13161,Peace Valley,Howell,Missouri,319.0,4.7
13162,Atchison,Atchison,Kansas,13376.0,27.3
13163,Baldwin City,Douglas,Kansas,7688.0,27.3
13164,Basehor,Leavenworth,Kansas,9601.0,118.1
13165,Bendena,Doniphan,Kansas,200.0,2.7
13166,Bonner Springs,Leavenworth,Kansas,10295.0,100.1
13167,Colony,Anderson,Kansas,718.0,2.9
13168,Eudora,Douglas,Kansas,7809.0,40.5
13169,Fort Leavenworth,Leavenworth,Kansas,6990.0,290.4
13170,New Century,Johnson,Kansas,610.0,72.2
13171,La Cygne,Linn,Kansas,3216.0,9.2
13172,Lecompton,Douglas,Kansas,1910.0,18.3
13173,Mclouth,Jefferson,Kansas,2717.0,13.5
13174,Muscotah,Atchison,Kansas,292.0,3.3
13175,Olathe,Johnson,Kansas,66897.0,408.1
13176,Osawatomie,Miami,Kansas,5910.0,30.9
13177,Ozawkie,Jefferson,Kansas,2230.0,28.1
13178,Paola,Miami,Kansas,13005.0,21.9
13179,Pleasanton,Linn,Kansas,2503.0,9.2
13180,Stilwell,Johnson,Kansas,10906.0,174.1
13181,Tonganoxie,Leavenworth,Kansas,10774.0,43.7
13182,Wathena,Doniphan,Kansas,2506.0,11.8
13183,Welda,Anderson,Kansas,386.0,2.5
13184,Overland Park,Johnson,Kansas,18931.0,1476.2
13185,Leawood,Johnson,Kansas,12038.0,1151.6
13186,Prairie Village,Johnson,Kansas,21609.0,1283.5
13187,Lenexa,Johnson,Kansas,26001.0,1235.3
13188,Axtell,Marshall,Kansas,868.0,3.8
13189,Beattie,Marshall,Kansas,432.0,2.8
13190,Belvue,Pottawatomie,Kansas,319.0,2.2
13191,Bern,Nemaha,Kansas,447.0,3.1
13192,Berryton,Shawnee,Kansas,3355.0,18.6
13193,Blue Rapids,Marshall,Kansas,1385.0,4.6
13194,Burlingame,Osage,Kansas,1711.0,6.5
13195,Delia,Jackson,Kansas,420.0,2.2
13196,Eskridge,Wabaunsee,Kansas,1069.0,2.7
13197,Everest,Brown,Kansas,481.0,3.5
13198,Goff,Nemaha,Kansas,278.0,1.3
13199,Harveyville,Wabaunsee,Kansas,689.0,4.4
13200,Havensville,Pottawatomie,Kansas,486.0,2.7
13201,Hoyt,Jackson,Kansas,1705.0,13.8
13202,Fort Riley,Riley,Kansas,16709.0,189.9
13203,Leonardville,Riley,Kansas,1083.0,6.3
13204,Mayetta,Jackson,Kansas,2462.0,7.5
13205,Melvern,Osage,Kansas,683.0,4.4
13206,Netawaka,Jackson,Kansas,323.0,2.6
13207,Oketo,Marshall,Kansas,207.0,2.0
13208,Olsburg,Pottawatomie,Kansas,537.0,2.0
13209,Onaga,Pottawatomie,Kansas,1417.0,3.1
13210,Osage City,Osage,Kansas,3796.0,9.6
13211,Overbrook,Osage,Kansas,2412.0,7.2
13212,Paxico,Wabaunsee,Kansas,963.0,5.3
13213,Powhattan,Brown,Kansas,180.0,1.8
13214,Quenemo,Osage,Kansas,785.0,4.5
13215,Sabetha,Nemaha,Kansas,3711.0,9.8
13216,Wamego,Pottawatomie,Kansas,8379.0,24.3
13217,Fort Scott,Bourbon,Kansas,11206.0,15.1
13218,Arma,Crawford,Kansas,1661.0,28.8
13219,Baxter Springs,Cherokee,Kansas,5649.0,37.0
13220,Chanute,Neosho,Kansas,10835.0,21.1
13221,Elsmore,Allen,Kansas,293.0,2.7
13222,Farlington,Crawford,Kansas,250.0,3.0
13223,Gas,Allen,Kansas,29.0,119.4
13224,Hepler,Crawford,Kansas,158.0,1.1
13225,Mccune,Crawford,Kansas,1284.0,3.6
13226,Neodesha,Wilson,Kansas,3214.0,10.9
13227,Neosho Falls,Woodson,Kansas,249.0,1.8
13228,Opolis,Crawford,Kansas,11.0,6.2
13229,Savonburg,Allen,Kansas,234.0,1.8
13230,Scammon,Cherokee,Kansas,514.0,5.9
13231,Stark,Neosho,Kansas,199.0,3.7
13232,Treece,Cherokee,Kansas,0.0,0.0
13233,West Mineral,Cherokee,Kansas,179.0,227.0
13234,Yates Center,Woodson,Kansas,2178.0,3.0
13235,Admire,Lyon,Kansas,272.0,3.7
13236,Burdick,Morris,Kansas,109.0,0.7
13237,Cassoday,Butler,Kansas,485.0,1.6
13238,Cottonwood Falls,Chase,Kansas,1079.0,2.7
13239,Council Grove,Morris,Kansas,3298.0,4.3
13240,Elmdale,Chase,Kansas,230.0,0.7
13241,Lebo,Coffey,Kansas,1779.0,4.9
13242,Lost Springs,Marion,Kansas,240.0,2.2
13243,Matfield Green,Chase,Kansas,92.0,0.4
13244,Neal,Greenwood,Kansas,34.0,29.5
13245,Neosho Rapids,Lyon,Kansas,478.0,4.9
13246,Olpe,Lyon,Kansas,1046.0,2.7
13247,Strong City,Chase,Kansas,606.0,2.2
13248,White City,Morris,Kansas,904.0,2.5
13249,Wilsey,Morris,Kansas,228.0,1.1
13250,Agenda,Republic,Kansas,115.0,0.7
13251,Barnes,Washington,Kansas,296.0,1.3
13252,Esbon,Jewell,Kansas,83.0,0.3
13253,Formoso,Jewell,Kansas,330.0,1.3
13254,Hollenberg,Washington,Kansas,120.0,0.9
13255,Mahaska,Washington,Kansas,49.0,0.4
13256,Morrowville,Washington,Kansas,272.0,1.4
13257,Munden,Republic,Kansas,178.0,1.3
13258,Narka,Republic,Kansas,95.0,0.6
13259,Smith Center,Smith,Kansas,2017.0,3.3
13260,Webber,Jewell,Kansas,74.0,0.8
13261,Andale,Sedgwick,Kansas,2388.0,39.9
13262,Argonia,Sumner,Kansas,800.0,2.9
13263,Arkansas City,Cowley,Kansas,15552.0,41.2
13264,Burden,Cowley,Kansas,919.0,3.4
13265,Burrton,Harvey,Kansas,1347.0,4.1
13266,Byers,Pratt,Kansas,23.0,0.2
13267,Cedar Vale,Chautauqua,Kansas,930.0,1.6
13268,Cheney,Sedgwick,Kansas,3890.0,13.3
13269,Colwich,Sedgwick,Kansas,2802.0,26.6
13270,Conway Springs,Sumner,Kansas,2503.0,8.3
13271,Douglass,Butler,Kansas,2906.0,10.4
13272,Elbing,Butler,Kansas,271.0,737.8
13273,El Dorado,Butler,Kansas,17257.0,25.8
13274,Garden Plain,Sedgwick,Kansas,2101.0,17.3
13275,Geuda Springs,Sumner,Kansas,412.0,2.1
13276,Goddard,Sedgwick,Kansas,8755.0,65.2
13277,Goessel,Marion,Kansas,545.0,555.9
13278,Halstead,Harvey,Kansas,3059.0,13.9
13279,Hardtner,Barber,Kansas,277.0,0.7
13280,Haysville,Sedgwick,Kansas,14091.0,194.0
13281,Kechi,Sedgwick,Kansas,2368.0,195.9
13282,Kiowa,Barber,Kansas,910.0,3.4
13283,Maize,Sedgwick,Kansas,6153.0,156.5
13284,Medicine Lodge,Barber,Kansas,1926.0,2.3
13285,Moundridge,McPherson,Kansas,2696.0,9.0
13286,Mullinville,Kiowa,Kansas,373.0,0.8
13287,Mulvane,Sumner,Kansas,8423.0,59.9
13288,North Newton,Harvey,Kansas,2107.0,605.8
13289,Potwin,Butler,Kansas,775.0,5.7
13290,Protection,Comanche,Kansas,748.0,1.6
13291,Rosalia,Butler,Kansas,386.0,1.7
13292,Severy,Greenwood,Kansas,498.0,2.4
13293,Spivey,Kingman,Kansas,353.0,1.2
13294,Sun City,Barber,Kansas,67.0,0.2
13295,Valley Center,Sedgwick,Kansas,10718.0,39.9
13296,Wichita,Sedgwick,Kansas,1999.0,799.3
13297,Mcconnell Afb,Sedgwick,Kansas,447.0,136.8
13298,Caney,Montgomery,Kansas,2446.0,17.5
13299,Cherryvale,Montgomery,Kansas,3334.0,10.2
13300,Chetopa,Cherokee,Kansas,1357.0,5.7
13301,Coffeyville,Montgomery,Kansas,10995.0,28.8
13302,Edna,Labette,Kansas,714.0,4.0
13303,Elk City,Montgomery,Kansas,716.0,1.7
13304,Elk Falls,Elk,Kansas,106.0,1.0
13305,Grenola,Elk,Kansas,363.0,1.2
13306,Longton,Elk,Kansas,583.0,2.1
13307,Mound Valley,Labette,Kansas,566.0,3.8
13308,Niotaze,Chautauqua,Kansas,227.0,3.8
13309,Sedan,Chautauqua,Kansas,1806.0,2.9
13310,Abilene,Dickinson,Kansas,10544.0,13.0
13311,Assaria,Saline,Kansas,728.0,4.1
13312,Bushton,Rice,Kansas,363.0,2.3
13313,Cawker City,Jewell,Kansas,603.0,2.4
13314,Chapman,Dickinson,Kansas,1836.0,5.8
13315,Falun,Saline,Kansas,342.0,2.9
13316,Glen Elder,Mitchell,Kansas,685.0,1.9
13317,Herington,Morris,Kansas,2658.0,6.3
13318,Holyrood,Ellsworth,Kansas,547.0,4.2
13319,Kanopolis,Ellsworth,Kansas,683.0,6.9
13320,Lindsborg,McPherson,Kansas,4960.0,13.4
13321,Longford,Clay,Kansas,456.0,2.5
13322,Mcpherson,McPherson,Kansas,15967.0,27.1
13323,Miltonvale,Cloud,Kansas,605.0,1.6
13324,Osborne,Osborne,Kansas,1856.0,2.9
13325,Portis,Smith,Kansas,211.0,0.8
13326,Solomon,Ottawa,Kansas,1715.0,4.0
13327,Sylvan Grove,Lincoln,Kansas,710.0,1.5
13328,Talmage,Dickinson,Kansas,96.0,377.6
13329,Tescott,Ottawa,Kansas,943.0,2.7
13330,South Hutchinson,Reno,Kansas,2830.0,396.6
13331,Abbyville,Reno,Kansas,275.0,1.9
13332,Albert,Rush,Kansas,156.0,0.9
13333,Bazine,Ness,Kansas,526.0,1.2
13334,Beeler,Ness,Kansas,36.0,0.1
13335,Brownell,Ness,Kansas,105.0,0.2
13336,Buhler,Reno,Kansas,2019.0,13.6
13337,Claflin,Barton,Kansas,972.0,3.0
13338,Ellinwood,Barton,Kansas,2771.0,4.9
13339,Haven,Reno,Kansas,2083.0,9.4
13340,Hoisington,Barton,Kansas,2988.0,5.4
13341,Kinsley,Edwards,Kansas,1704.0,2.2
13342,Larned,Pawnee,Kansas,5175.0,6.6
13343,Liebenthal,Rush,Kansas,103.0,354.1
13344,Mccracken,Rush,Kansas,137.0,0.3
13345,Macksville,Stafford,Kansas,595.0,1.6
13346,Ness City,Ness,Kansas,1521.0,1.8
13347,Nickerson,Reno,Kansas,1408.0,8.0
13348,Offerle,Edwards,Kansas,332.0,1.2
13349,Olmitz,Barton,Kansas,291.0,1.4
13350,Pawnee Rock,Pawnee,Kansas,711.0,2.9
13351,Pretty Prairie,Reno,Kansas,1500.0,4.2
13352,Rozel,Pawnee,Kansas,175.0,0.6
13353,Rush Center,Rush,Kansas,508.0,1.1
13354,Sylvia,Reno,Kansas,334.0,1.1
13355,Turon,Reno,Kansas,821.0,1.4
13356,Agra,Phillips,Kansas,325.0,2.0
13357,Bogue,Graham,Kansas,159.0,0.6
13358,Catharine,Ellis,Kansas,215.0,105.6
13359,Collyer,Trego,Kansas,115.0,0.3
13360,Damar,Rooks,Kansas,247.0,1.5
13361,Dorrance,Russell,Kansas,223.0,0.8
13362,Ellis,Ellis,Kansas,2875.0,3.2
13363,Glade,Phillips,Kansas,221.0,1.3
13364,Kirwin,Phillips,Kansas,230.0,1.0
13365,Lenora,Norton,Kansas,559.0,0.7
13366,Morland,Graham,Kansas,247.0,0.6
13367,Natoma,Osborne,Kansas,514.0,0.9
13368,Norcatur,Decatur,Kansas,309.0,0.7
13369,Ogallah,Trego,Kansas,221.0,0.7
13370,Palco,Rooks,Kansas,245.0,0.8
13371,Penokee,Graham,Kansas,69.0,0.2
13372,Pfeifer,Ellis,Kansas,35.0,0.9
13373,Prairie View,Phillips,Kansas,289.0,1.2
13374,Schoenchen,Ellis,Kansas,211.0,655.2
13375,Wakeeney,Trego,Kansas,2199.0,2.7
13376,Woodston,Rooks,Kansas,149.0,0.6
13377,Bird City,Cheyenne,Kansas,828.0,1.0
13378,Edson,Sherman,Kansas,163.0,0.3
13379,Gem,Thomas,Kansas,155.0,0.6
13380,Gove,Gove,Kansas,152.0,0.3
13381,Grainfield,Gove,Kansas,407.0,0.9
13382,Hoxie,Sheridan,Kansas,1625.0,1.5
13383,Kanorado,Sherman,Kansas,558.0,1.4
13384,Ludell,Rawlins,Kansas,128.0,0.3
13385,Monument,Logan,Kansas,162.0,0.4
13386,Park,Gove,Kansas,171.0,0.8
13387,Quinter,Gove,Kansas,1617.0,2.5
13388,Weskan,Wallace,Kansas,219.0,0.4
13389,Dodge City,Ford,Kansas,30935.0,32.5
13390,Cimarron,Gray,Kansas,2650.0,2.1
13391,Ensign,Gray,Kansas,300.0,1.0
13392,Hanston,Hodgeman,Kansas,387.0,1.0
13393,Healy,Lane,Kansas,493.0,1.0
13394,Jetmore,Hodgeman,Kansas,1052.0,0.8
13395,Kismet,Seward,Kansas,671.0,1.4
13396,Lakin,Kearny,Kansas,2733.0,1.9
13397,Leoti,Wichita,Kansas,1980.0,1.3
13398,Manter,Stanton,Kansas,277.0,0.4
13399,Marienthal,Wichita,Kansas,328.0,0.7
13400,Meade,Meade,Kansas,1803.0,1.5
13401,Minneola,Clark,Kansas,944.0,1.3
13402,Pierceville,Finney,Kansas,155.0,1.0
13403,Satanta,Haskell,Kansas,1369.0,2.0
13404,Spearville,Ford,Kansas,1559.0,2.6
13405,Tribune,Greeley,Kansas,1276.0,0.7
13406,Hugoton,Stevens,Kansas,4651.0,3.6
13407,Abie,Butler,Nebraska,59.0,14.9
13408,Boys Town,Douglas,Nebraska,720.0,201.3
13409,Cedar Bluffs,Saunders,Nebraska,1146.0,8.0
13410,Cedar Creek,Cass,Nebraska,412.0,37.1
13411,Fort Calhoun,Washington,Nebraska,2683.0,25.9
13412,Hooper,Dodge,Nebraska,1687.0,5.6
13413,Malmo,Saunders,Nebraska,379.0,4.2
13414,Mead,Saunders,Nebraska,968.0,8.4
13415,Papillion,Sarpy,Nebraska,33312.0,458.7
13416,Pender,Thurston,Nebraska,1920.0,5.9
13417,Plattsmouth,Cass,Nebraska,13543.0,55.4
13418,Prague,Saunders,Nebraska,616.0,4.2
13419,Rosalie,Thurston,Nebraska,308.0,2.5
13420,St Columbans,Sarpy,Nebraska,13.0,90.0
13421,Scribner,Dodge,Nebraska,1426.0,4.3
13422,Tekamah,Burt,Nebraska,2343.0,6.2
13423,Uehling,Dodge,Nebraska,289.0,34.2
13424,Wahoo,Saunders,Nebraska,5653.0,24.3
13425,Walthill,Thurston,Nebraska,1247.0,8.0
13426,Yutan,Saunders,Nebraska,2525.0,21.8
13427,Offutt Afb,Sarpy,Nebraska,857.0,101.9
13428,La Vista,Sarpy,Nebraska,19022.0,1096.9
13429,Alvo,Cass,Nebraska,287.0,4.5
13430,Barneston,Gage,Nebraska,127.0,220.1
13431,Beaver Crossing,Seward,Nebraska,682.0,3.4
13432,Bennet,Lancaster,Nebraska,1963.0,16.5
13433,Brock,Nemaha,Nebraska,345.0,2.4
13434,Bruning,Thayer,Nebraska,528.0,3.3
13435,Burchard,Pawnee,Nebraska,240.0,0.9
13436,Burr,Otoe,Nebraska,64.0,0.9
13437,Clatonia,Gage,Nebraska,402.0,5.2
13438,Davey,Lancaster,Nebraska,658.0,15.2
13439,Daykin,Jefferson,Nebraska,229.0,2.2
13440,Diller,Jefferson,Nebraska,616.0,3.2
13441,Falls City,Richardson,Nebraska,4864.0,12.2
13442,Filley,Gage,Nebraska,321.0,2.5
13443,Firth,Lancaster,Nebraska,1651.0,14.1
13444,Friend,Saline,Nebraska,1459.0,4.7
13445,Gilead,Thayer,Nebraska,18.0,3.1
13446,Goehner,Seward,Nebraska,242.0,93.7
13447,Hallam,Lancaster,Nebraska,433.0,4.4
13448,Jansen,Jefferson,Nebraska,309.0,2.3
13449,Mccool Junction,York,Nebraska,999.0,9.9
13450,Manley,Cass,Nebraska,215.0,112.1
13451,Martell,Lancaster,Nebraska,1089.0,8.4
13452,Milligan,Fillmore,Nebraska,414.0,3.0
13453,Nebraska City,Otoe,Nebraska,8795.0,23.7
13454,Nehawka,Cass,Nebraska,451.0,3.1
13455,Ohiowa,Fillmore,Nebraska,243.0,2.1
13456,Otoe,Otoe,Nebraska,364.0,6.1
13457,Pawnee City,Pawnee,Nebraska,1244.0,3.7
13458,Pickrell,Gage,Nebraska,718.0,5.4
13459,Pleasant Dale,Seward,Nebraska,950.0,6.6
13460,Roca,Lancaster,Nebraska,1864.0,15.8
13461,Rulo,Richardson,Nebraska,225.0,1.8
13462,Shickley,Fillmore,Nebraska,549.0,2.6
13463,Shubert,Richardson,Nebraska,291.0,2.4
13464,Sprague,Lancaster,Nebraska,91.0,348.6
13465,Staplehurst,Seward,Nebraska,567.0,6.1
13466,Steele City,Jefferson,Nebraska,128.0,2.2
13467,Steinauer,Pawnee,Nebraska,191.0,1.1
13468,Strang,Fillmore,Nebraska,30.0,0.5
13469,Table Rock,Pawnee,Nebraska,560.0,4.0
13470,Ong,Clay,Nebraska,87.0,2.2
13471,Tobias,Saline,Nebraska,296.0,1.6
13472,Verdon,Richardson,Nebraska,475.0,4.9
13473,Weeping Water,Cass,Nebraska,1648.0,11.0
13474,Western,Saline,Nebraska,480.0,2.3
13475,Wilber,Saline,Nebraska,2657.0,10.0
13476,Wymore,Gage,Nebraska,1675.0,6.2
13477,Clarks,Merrick,Nebraska,891.0,3.2
13478,David City,Butler,Nebraska,3767.0,9.4
13479,Ericson,Wheeler,Nebraska,258.0,0.6
13480,Humphrey,Platte,Nebraska,1788.0,5.4
13481,Leigh,Platte,Nebraska,997.0,3.9
13482,Morse Bluff,Saunders,Nebraska,256.0,2.5
13483,Platte Center,Platte,Nebraska,691.0,4.7
13484,Primrose,Boone,Nebraska,108.0,1.1
13485,Rising City,Butler,Nebraska,682.0,3.6
13486,Saint Edward,Boone,Nebraska,1084.0,3.2
13487,Snyder,Dodge,Nebraska,328.0,261.0
13488,Stromsburg,Polk,Nebraska,1608.0,7.2
13489,Beemer,Cuming,Nebraska,914.0,6.2
13490,Chambers,Holt,Nebraska,589.0,1.3
13491,Coleridge,Cedar,Nebraska,686.0,4.0
13492,Emmet,Holt,Nebraska,97.0,0.7
13493,Fordyce,Cedar,Nebraska,775.0,5.2
13494,Hartington,Cedar,Nebraska,2599.0,4.3
13495,Hoskins,Wayne,Nebraska,821.0,4.7
13496,Magnet,Cedar,Nebraska,52.0,19.9
13497,Maskell,Dixon,Nebraska,62.0,172.7
13498,Meadow Grove,Madison,Nebraska,605.0,1.7
13499,Naper,Boyd,Nebraska,395.0,1.1
13500,Neligh,Antelope,Nebraska,1961.0,6.2
13501,Newman Grove,Madison,Nebraska,1363.0,4.7
13502,Niobrara,Knox,Nebraska,1210.0,2.3
13503,Oneill,Holt,Nebraska,4750.0,3.4
13504,Osmond,Pierce,Nebraska,1124.0,3.3
13505,Pierce,Pierce,Nebraska,3490.0,7.0
13506,Pilger,Stanton,Nebraska,690.0,3.6
13507,Ponca,Dixon,Nebraska,1386.0,5.3
13508,Saint Helena,Cedar,Nebraska,321.0,3.1
13509,South Sioux City,Dakota,Nebraska,15167.0,264.0
13510,Springview,Keya Paha,Nebraska,674.0,0.5
13511,Verdigre,Knox,Nebraska,927.0,1.7
13512,Wausa,Knox,Nebraska,1039.0,3.2
13513,Winnetoon,Knox,Nebraska,79.0,0.8
13514,Winside,Wayne,Nebraska,902.0,5.4
13515,Wisner,Cuming,Nebraska,1967.0,5.5
13516,Wynot,Cedar,Nebraska,328.0,2.4
13517,Alda,Hall,Nebraska,879.0,16.0
13518,Anselmo,Custer,Nebraska,512.0,0.4
13519,Ansley,Custer,Nebraska,914.0,1.7
13520,Boelus,Howard,Nebraska,282.0,2.7
13521,Broken Bow,Custer,Nebraska,4644.0,4.6
13522,Burwell,Garfield,Nebraska,2148.0,0.9
13523,Dannebrog,Howard,Nebraska,824.0,4.4
13524,Dunning,Blaine,Nebraska,140.0,0.1
13525,Elm Creek,Buffalo,Nebraska,1822.0,4.8
13526,Giltner,Hamilton,Nebraska,739.0,4.2
13527,Hordville,Hamilton,Nebraska,311.0,3.9
13528,Loup City,Sherman,Nebraska,1344.0,2.6
13529,Merna,Custer,Nebraska,704.0,2.2
13530,North Loup,Valley,Nebraska,450.0,1.8
13531,Ord,Valley,Nebraska,2974.0,3.8
13532,Overton,Dawson,Nebraska,1360.0,4.6
13533,Wolbach,Greeley,Nebraska,395.0,1.1
13534,Beaver City,Furnas,Nebraska,580.0,1.5
13535,Bladen,Webster,Nebraska,346.0,1.2
13536,Deweese,Nuckolls,Nebraska,135.0,1.5
13537,Funk,Phelps,Nebraska,503.0,2.6
13538,Glenvil,Clay,Nebraska,779.0,3.2
13539,Guide Rock,Webster,Nebraska,527.0,1.5
13540,Heartwell,Kearney,Nebraska,195.0,1.6
13541,Hendley,Furnas,Nebraska,29.0,0.6
13542,Hildreth,Franklin,Nebraska,607.0,2.5
13543,Holdrege,Phelps,Nebraska,6606.0,11.7
13544,Inavale,Webster,Nebraska,95.0,0.6
13545,Inland,Clay,Nebraska,20.0,0.7
13546,Juniata,Adams,Nebraska,2208.0,9.0
13547,Kenesaw,Adams,Nebraska,1127.0,4.6
13548,Loomis,Phelps,Nebraska,620.0,3.3
13549,Naponee,Franklin,Nebraska,189.0,1.6
13550,Oak,Nuckolls,Nebraska,115.0,1.6
13551,Red Cloud,Webster,Nebraska,1235.0,3.1
13552,Republican City,Harlan,Nebraska,377.0,1.5
13553,Saronville,Clay,Nebraska,93.0,1.4
13554,Mccook,Red Willow,Nebraska,8926.0,7.4
13555,Benkelman,Dundy,Nebraska,1273.0,1.6
13556,Enders,Chase,Nebraska,25.0,0.1
13557,Farnam,Frontier,Nebraska,397.0,0.8
13558,Haigler,Dundy,Nebraska,241.0,0.3
13559,Hayes Center,Hayes,Nebraska,499.0,0.6
13560,Parks,Dundy,Nebraska,58.0,0.1
13561,Stockville,Frontier,Nebraska,1.0,0.0
13562,Wauneta,Chase,Nebraska,797.0,0.9
13563,North Platte,Lincoln,Nebraska,28136.0,18.5
13564,Broadwater,Morrill,Nebraska,245.0,0.5
13565,Cozad,Dawson,Nebraska,5079.0,7.8
13566,Elsmere,Cherry,Nebraska,0.0,0.0
13567,Gothenburg,Dawson,Nebraska,4111.0,4.8
13568,Halsey,Thomas,Nebraska,117.0,0.4
13569,Lewellen,Garden,Nebraska,449.0,0.4
13570,Lisco,Garden,Nebraska,53.0,0.1
13571,Mullen,Hooker,Nebraska,776.0,0.2
13572,Ogallala,Keith,Nebraska,6007.0,9.6
13573,Purdum,Blaine,Nebraska,117.0,0.2
13574,Thedford,Thomas,Nebraska,629.0,0.3
13575,Willow Island,Dawson,Nebraska,0.0,0.0
13576,Valentine,Cherry,Nebraska,3912.0,0.9
13577,Cody,Cherry,Nebraska,329.0,0.3
13578,Kilgore,Cherry,Nebraska,219.0,0.4
13579,Long Pine,Brown,Nebraska,440.0,1.0
13580,Merriman,Cherry,Nebraska,407.0,0.3
13581,Nenzel,Cherry,Nebraska,47.0,0.1
13582,Chadron,Dawes,Nebraska,6552.0,3.3
13583,Gering,Scotts Bluff,Nebraska,10707.0,20.0
13584,Hay Springs,Sheridan,Nebraska,1381.0,1.1
13585,Hemingford,Box Butte,Nebraska,1167.0,0.8
13586,Mcgrew,Scotts Bluff,Nebraska,69.0,330.4
