id,city,county,state,population,density
13587,Marsland,Sioux,Nebraska,87.0,0.1
13588,Melbeta,Scotts Bluff,Nebraska,163.0,655.3
13589,Minatare,Scotts Bluff,Nebraska,2162.0,6.5
13590,Scottsbluff,Sioux,Nebraska,17231.0,28.0
13591,Whiteclay,Sheridan,Nebraska,21.0,0.2
13592,Metairie,Jefferson,Louisiana,40071.0,2388.4
13593,Des Allemands,St. Charles,Louisiana,3820.0,52.5
13594,Ama,St. Charles,Louisiana,1392.0,153.5
13595,Barataria,Jefferson,Louisiana,772.0,37.9
13596,Belle Chasse,Plaquemines,Louisiana,17071.0,132.0
13597,Boothville,Plaquemines,Louisiana,14.0,21.5
13598,Boutte,St. Charles,Louisiana,2240.0,64.5
13599,Braithwaite,Plaquemines,Louisiana,963.0,3.9
13600,Buras,Plaquemines,Louisiana,2588.0,32.7
13601,Chalmette,St. Bernard,Louisiana,22192.0,938.1
13602,Destrehan,St. Charles,Louisiana,13467.0,427.3
13603,Edgard,St. John the Baptist,Louisiana,1154.0,27.3
13604,Garyville,St. John the Baptist,Louisiana,1858.0,88.8
13605,Gramercy,St. James,Louisiana,3003.0,150.5
13606,Hahnville,St. Charles,Louisiana,4564.0,39.6
13607,Kenner,Jefferson,Louisiana,16930.0,927.0
13608,Lafitte,Jefferson,Louisiana,3075.0,117.5
13609,Luling,St. Charles,Louisiana,14207.0,60.0
13610,Lutcher,St. James,Louisiana,3181.0,615.5
13611,Marrero,Jefferson,Louisiana,55332.0,412.1
13612,Meraux,St. Bernard,Louisiana,5112.0,579.0
13613,Norco,St. Charles,Louisiana,2809.0,593.2
13614,Paradis,St. Charles,Louisiana,685.0,27.5
13615,Pointe A La Hache,Plaquemines,Louisiana,429.0,14.6
13616,Port Sulphur,Plaquemines,Louisiana,2155.0,6.4
13617,Saint Bernard,St. Bernard,Louisiana,5085.0,29.8
13618,Saint Rose,St. Charles,Louisiana,7238.0,224.0
13619,Vacherie,St. James,Louisiana,7513.0,36.7
13620,Violet,St. Bernard,Louisiana,7134.0,639.6
13621,Westwego,Jefferson,Louisiana,31405.0,335.4
13622,New Orleans,Orleans,Louisiana,4310.0,1693.6
13623,Thibodaux,Lafourche,Louisiana,47429.0,64.5
13624,Pierre Part,Assumption,Louisiana,4769.0,33.4
13625,Belle Rose,Assumption,Louisiana,3848.0,32.9
13626,Bourg,Lafourche,Louisiana,5118.0,86.3
13627,Chauvin,Terrebonne,Louisiana,5306.0,40.5
13628,Cut Off,Lafourche,Louisiana,8692.0,26.1
13629,Donaldsonville,Ascension,Louisiana,9347.0,55.6
13630,Donner,Terrebonne,Louisiana,398.0,39.2
13631,Dulac,Terrebonne,Louisiana,768.0,15.3
13632,Galliano,Lafourche,Louisiana,4015.0,22.7
13633,Gheens,Lafourche,Louisiana,1331.0,4.7
13634,Golden Meadow,Lafourche,Louisiana,2880.0,6.1
13635,Houma,Terrebonne,Louisiana,28470.0,182.8
13636,Labadieville,Assumption,Louisiana,1967.0,26.4
13637,Larose,Lafourche,Louisiana,5845.0,41.0
13638,Montegut,Terrebonne,Louisiana,3762.0,17.2
13639,Napoleonville,Assumption,Louisiana,7336.0,19.2
13640,Paincourtville,Assumption,Louisiana,101.0,75.5
13641,Plattenville,Assumption,Louisiana,151.0,10.6
13642,Raceland,Lafourche,Louisiana,14491.0,66.8
13643,Schriever,Terrebonne,Louisiana,3788.0,29.9
13644,Theriot,Terrebonne,Louisiana,1046.0,5.7
13645,Abita Springs,St. Tammany,Louisiana,8391.0,50.8
13646,Amite,Tangipahoa,Louisiana,13048.0,32.0
13647,Angie,Washington,Louisiana,5912.0,18.4
13648,Bogalusa,Washington,Louisiana,17894.0,48.9
13649,Bush,St. Tammany,Louisiana,5378.0,29.9
13650,Fluker,Tangipahoa,Louisiana,339.0,18.8
13651,Husser,Tangipahoa,Louisiana,346.0,8.2
13652,Kentwood,Tangipahoa,Louisiana,9883.0,15.6
13653,Lacombe,St. Tammany,Louisiana,9391.0,33.5
13654,Loranger,Tangipahoa,Louisiana,7208.0,33.7
13655,Mandeville,St. Tammany,Louisiana,26364.0,464.0
13656,Maurepas,Livingston,Louisiana,2985.0,19.6
13657,Natalbany,Tangipahoa,Louisiana,69.0,117.9
13658,Ponchatoula,Tangipahoa,Louisiana,32111.0,71.0
13659,Robert,Tangipahoa,Louisiana,2006.0,34.4
13660,Slidell,St. Tammany,Louisiana,39555.0,731.3
13661,Sun,St. Tammany,Louisiana,104.0,46.3
13662,Talisheek,St. Tammany,Louisiana,184.0,20.9
13663,Tangipahoa,Tangipahoa,Louisiana,638.0,245.2
13664,Tickfaw,Tangipahoa,Louisiana,10435.0,117.4
13665,Arnaudville,St. Landry,Louisiana,10140.0,40.0
13666,Avery Island,Iberia,Louisiana,90.0,21.7
13667,Basile,Acadia,Louisiana,4314.0,23.1
13668,Breaux Bridge,St. Martin,Louisiana,26453.0,60.5
13669,Broussard,Lafayette,Louisiana,15991.0,148.0
13670,Cade,St. Martin,Louisiana,40.0,23.6
13671,Carencro,Lafayette,Louisiana,20619.0,204.9
13672,Charenton,St. Mary,Louisiana,360.0,100.7
13673,Chataignier,Evangeline,Louisiana,239.0,33.9
13674,Church Point,Acadia,Louisiana,14689.0,55.1
13675,Crowley,Acadia,Louisiana,17332.0,53.1
13676,Delcambre,Iberia,Louisiana,2633.0,63.7
13677,Duson,Lafayette,Louisiana,13329.0,141.4
13678,Erath,Vermilion,Louisiana,7356.0,38.2
13679,Estherwood,Acadia,Louisiana,737.0,44.9
13680,Evangeline,Acadia,Louisiana,207.0,13.6
13681,Grand Coteau,St. Landry,Louisiana,767.0,144.2
13682,Gueydan,Vermilion,Louisiana,3338.0,6.8
13683,Iota,Acadia,Louisiana,4162.0,22.5
13684,Jeanerette,Iberia,Louisiana,10612.0,39.9
13685,Kaplan,Vermilion,Louisiana,9202.0,6.9
13686,Lake Arthur,Jefferson Davis,Louisiana,3208.0,7.7
13687,Lawtell,St. Landry,Louisiana,38.0,16.4
13688,Leonville,St. Landry,Louisiana,728.0,421.6
13689,Loreauville,Iberia,Louisiana,1069.0,21.2
13690,Mamou,Evangeline,Louisiana,5128.0,14.8
13691,Mermentau,Acadia,Louisiana,644.0,140.5
13692,Morse,Acadia,Louisiana,3047.0,13.8
13693,New Iberia,Iberia,Louisiana,37763.0,82.8
13694,Opelousas,St. Landry,Louisiana,38498.0,86.5
13695,Pine Prairie,Evangeline,Louisiana,1386.0,475.9
13696,Port Barre,St. Landry,Louisiana,3988.0,20.2
13697,Rayne,Acadia,Louisiana,16937.0,56.9
13698,Reddell,Evangeline,Louisiana,130.0,358.0
13699,Saint Martinville,St. Martin,Louisiana,19497.0,50.9
13700,Turkey Creek,Evangeline,Louisiana,252.0,161.9
13701,Ville Platte,Evangeline,Louisiana,19474.0,24.2
13702,Welsh,Jefferson Davis,Louisiana,5313.0,11.9
13703,Lake Charles,Calcasieu,Louisiana,32936.0,788.9
13704,Creole,Cameron,Louisiana,225.0,0.5
13705,Dequincy,Calcasieu,Louisiana,8373.0,18.1
13706,Deridder,Beauregard,Louisiana,25441.0,22.1
13707,Grand Chenier,Cameron,Louisiana,202.0,0.3
13708,Hackberry,Cameron,Louisiana,988.0,3.5
13709,Iowa,Calcasieu,Louisiana,11770.0,25.4
13710,Kinder,Allen,Louisiana,7364.0,13.4
13711,Lacassine,Jefferson Davis,Louisiana,157.0,35.9
13712,Leblanc,Allen,Louisiana,39.0,0.6
13713,Merryville,Beauregard,Louisiana,3528.0,5.1
13714,Mittie,Allen,Louisiana,170.0,2.8
13715,Pitkin,Vernon,Louisiana,3143.0,3.8
13716,Ragley,Beauregard,Louisiana,4594.0,11.2
13717,Reeves,Allen,Louisiana,766.0,4.6
13718,Rosepine,Vernon,Louisiana,1473.0,254.9
13719,Singer,Beauregard,Louisiana,2185.0,5.9
13720,Starks,Calcasieu,Louisiana,1598.0,3.3
13721,Sugartown,Beauregard,Louisiana,540.0,7.4
13722,Denham Springs,Livingston,Louisiana,22172.0,161.8
13723,Addis,West Baton Rouge,Louisiana,6779.0,326.7
13724,Batchelor,Pointe Coupee,Louisiana,1227.0,3.8
13725,Brusly,West Baton Rouge,Louisiana,3983.0,98.9
13726,Carville,Iberville,Louisiana,484.0,52.2
13727,Convent,St. James,Louisiana,1103.0,13.5
13728,Darrow,Ascension,Louisiana,725.0,32.5
13729,Erwinville,West Baton Rouge,Louisiana,1027.0,23.0
13730,Fordoche,Pointe Coupee,Louisiana,1164.0,10.3
13731,French Settlement,Livingston,Louisiana,1413.0,48.9
13732,Geismar,Ascension,Louisiana,9775.0,136.0
13733,Glynn,Pointe Coupee,Louisiana,724.0,49.0
13734,Gonzales,Ascension,Louisiana,45958.0,328.6
13735,Greenwell Springs,East Baton Rouge,Louisiana,13654.0,111.3
13736,Grosse Tete,Iberville,Louisiana,982.0,4.5
13737,Hester,St. James,Louisiana,706.0,93.7
13738,Innis,Pointe Coupee,Louisiana,252.0,17.9
13739,Jarreau,Pointe Coupee,Louisiana,1258.0,35.6
13740,Krotz Springs,St. Landry,Louisiana,1398.0,8.1
13741,Lettsworth,Pointe Coupee,Louisiana,939.0,2.9
13742,Lottie,Pointe Coupee,Louisiana,747.0,5.8
13743,Maringouin,Iberville,Louisiana,1880.0,6.9
13744,New Roads,Pointe Coupee,Louisiana,6663.0,51.8
13745,Oscar,Pointe Coupee,Louisiana,804.0,15.1
13746,Paulina,St. James,Louisiana,4584.0,119.2
13747,Plaquemine,Iberville,Louisiana,15578.0,31.8
13748,Port Allen,West Baton Rouge,Louisiana,15647.0,39.6
13749,Prairieville,Ascension,Louisiana,48856.0,394.1
13750,Pride,East Baton Rouge,Louisiana,3246.0,58.9
13751,Rougon,Pointe Coupee,Louisiana,0.0,0.0
13752,Saint Amant,Ascension,Louisiana,10335.0,76.0
13753,Saint Gabriel,Iberville,Louisiana,5826.0,64.4
13754,Slaughter,East Feliciana,Louisiana,4365.0,25.9
13755,Sunshine,Iberville,Louisiana,980.0,29.9
13756,Ventress,Pointe Coupee,Louisiana,2290.0,30.6
13757,Weyanoke,West Feliciana,Louisiana,229.0,18.3
13758,White Castle,Iberville,Louisiana,4076.0,14.0
13759,Zachary,East Baton Rouge,Louisiana,30458.0,98.8
13760,Baton Rouge,East Baton Rouge,Louisiana,274.0,987.2
13761,Bienville,Bienville,Louisiana,373.0,1.0
13762,Castor,Bienville,Louisiana,1463.0,4.7
13763,Cotton Valley,Webster,Louisiana,1221.0,5.7
13764,Coushatta,Red River,Louisiana,7593.0,8.8
13765,Doyline,Webster,Louisiana,2961.0,23.4
13766,Dubberly,Webster,Louisiana,1152.0,6.9
13767,Frierson,De Soto,Louisiana,986.0,6.4
13768,Gibsland,Bienville,Louisiana,1496.0,4.6
13769,Goldonna,Winn,Louisiana,767.0,2.5
13770,Grand Cane,De Soto,Louisiana,2474.0,8.2
13771,Hall Summit,Red River,Louisiana,250.0,32.0
13772,Haughton,Bossier,Louisiana,22090.0,66.2
13773,Hosston,Caddo,Louisiana,402.0,9.9
13774,Keatchie,De Soto,Louisiana,907.0,4.1
13775,Keithville,Caddo,Louisiana,11403.0,40.4
13776,Mooringsport,Caddo,Louisiana,2415.0,14.3
13777,Pelican,De Soto,Louisiana,575.0,2.0
13778,Plain Dealing,Bossier,Louisiana,3719.0,6.8
13779,Rodessa,Caddo,Louisiana,485.0,6.3
13780,Sarepta,Webster,Louisiana,2149.0,15.7
13781,Shongaloo,Webster,Louisiana,1424.0,5.7
13782,Springhill,Webster,Louisiana,5737.0,62.9
13783,Shreveport,Caddo,Louisiana,6200.0,568.7
13784,Barksdale Afb,Bossier,Louisiana,3080.0,66.5
13785,Bossier City,Bossier,Louisiana,42953.0,366.6
13786,Archibald,Richland,Louisiana,0.0,0.0
13787,Baskin,Franklin,Louisiana,894.0,5.7
13788,Bastrop,Morehouse,Louisiana,20973.0,21.7
13789,Bernice,Union,Louisiana,2801.0,7.6
13790,Bonita,Morehouse,Louisiana,407.0,3.1
13791,Choudrant,Lincoln,Louisiana,3891.0,13.0
13792,Collinston,Morehouse,Louisiana,1588.0,11.2
13793,Crowville,Franklin,Louisiana,0.0,0.0
13794,Dubach,Lincoln,Louisiana,4206.0,10.0
13795,Epps,West Carroll,Louisiana,1260.0,6.0
13796,Eros,Jackson,Louisiana,2305.0,8.3
13797,Farmerville,Union,Louisiana,8045.0,16.1
13798,Fort Necessity,Franklin,Louisiana,203.0,3.1
13799,Grambling,Lincoln,Louisiana,4233.0,301.5
13800,Hodge,Jackson,Louisiana,1243.0,349.8
13801,Lake Providence,East Carroll,Louisiana,6772.0,9.4
13802,Lillie,Union,Louisiana,641.0,4.7
13803,Mangham,Richland,Louisiana,1728.0,7.3
13804,Mer Rouge,Morehouse,Louisiana,1302.0,3.6
13805,Ruston,Lincoln,Louisiana,33112.0,61.8
13806,Simsboro,Lincoln,Louisiana,2403.0,9.6
13807,Sondheimer,East Carroll,Louisiana,177.0,1.1
13808,Spearsville,Union,Louisiana,1863.0,6.7
13809,Start,Richland,Louisiana,88.0,450.4
13810,Sterlington,Union,Louisiana,4965.0,32.2
13811,Tallulah,Madison,Louisiana,9402.0,7.3
13812,Transylvania,East Carroll,Louisiana,379.0,2.4
13813,Bordelonville,Avoyelles,Louisiana,67.0,0.5
13814,Bunkie,Avoyelles,Louisiana,5423.0,10.7
13815,Cheneyville,Rapides,Louisiana,1518.0,8.8
13816,Cottonport,Avoyelles,Louisiana,5726.0,45.6
13817,Deville,Rapides,Louisiana,7923.0,25.9
13818,Ferriday,Concordia,Louisiana,10165.0,28.0
13819,Hessmer,Avoyelles,Louisiana,2990.0,43.8
13820,Jena,LaSalle,Louisiana,7417.0,18.0
13821,Lebeau,St. Landry,Louisiana,0.0,0.0
13822,Lecompte,Rapides,Louisiana,2360.0,9.9
13823,Mansura,Avoyelles,Louisiana,4510.0,49.8
13824,Marksville,Avoyelles,Louisiana,12036.0,20.7
13825,Moreauville,Avoyelles,Louisiana,2140.0,12.4
13826,Newellton,Tensas,Louisiana,1481.0,2.0
13827,Plaucheville,Avoyelles,Louisiana,1848.0,10.2
13828,Saint Landry,Evangeline,Louisiana,1562.0,9.7
13829,Sicily Island,Catahoula,Louisiana,1232.0,5.6
13830,Simmesport,Avoyelles,Louisiana,2178.0,13.9
13831,Trout,LaSalle,Louisiana,2192.0,6.0
13832,Waterproof,Tensas,Louisiana,1139.0,3.4
13833,Aimwell,Catahoula,Louisiana,24.0,0.6
13834,Anacoco,Vernon,Louisiana,3864.0,11.4
13835,Ball,Rapides,Louisiana,5823.0,137.9
13836,Campti,Natchitoches,Louisiana,2653.0,15.4
13837,Cloutierville,Natchitoches,Louisiana,1012.0,5.2
13838,Dry Prong,Grant,Louisiana,4631.0,13.7
13839,Florien,Sabine,Louisiana,2850.0,4.4
13840,Glenmora,Rapides,Louisiana,3927.0,9.5
13841,Gorum,Natchitoches,Louisiana,47.0,7.3
13842,Hineston,Vernon,Louisiana,1150.0,3.2
13843,Hornbeck,Vernon,Louisiana,2061.0,12.6
13844,Many,Sabine,Louisiana,9084.0,14.8
13845,Marthaville,Natchitoches,Louisiana,807.0,5.0
13846,Natchitoches,Natchitoches,Louisiana,25608.0,36.7
13847,New Llano,Vernon,Louisiana,2197.0,352.9
13848,Olla,LaSalle,Louisiana,3509.0,5.4
13849,Provencal,Natchitoches,Louisiana,514.0,1.1
13850,Robeline,Natchitoches,Louisiana,2684.0,4.7
13851,Sieper,Rapides,Louisiana,138.0,2.6
13852,Sikes,Winn,Louisiana,482.0,1.5
13853,Slagle,Vernon,Louisiana,14.0,74.3
13854,Tullos,Winn,Louisiana,592.0,2.8
13855,Urania,LaSalle,Louisiana,1219.0,119.7
13856,Winnfield,Winn,Louisiana,9636.0,10.2
13857,Zwolle,Sabine,Louisiana,5232.0,20.2
13858,Pine Bluff,Jefferson,Arkansas,13550.0,45.4
13859,Crossett,Ashley,Arkansas,10481.0,18.3
13860,Dermott,Drew,Arkansas,3294.0,5.2
13861,Fountain Hill,Ashley,Arkansas,1099.0,6.1
13862,Gould,Lincoln,Arkansas,5389.0,15.1
13863,Mcgehee,Desha,Arkansas,4459.0,24.7
13864,New Edinburg,Cleveland,Arkansas,852.0,2.9
13865,Parkdale,Ashley,Arkansas,164.0,0.7
13866,Rison,Cleveland,Arkansas,5191.0,6.2
13867,Rohwer,Desha,Arkansas,0.0,0.0
13868,Tillar,Desha,Arkansas,1056.0,2.0
13869,Wilmar,Drew,Arkansas,1612.0,3.6
13870,Bearden,Ouachita,Arkansas,2192.0,5.9
13871,Beirne,Clark,Arkansas,0.0,0.0
13872,Calion,Union,Arkansas,308.0,65.8
13873,Chidester,Ouachita,Arkansas,913.0,1.8
13874,Gurdon,Clark,Arkansas,3371.0,6.2
13875,Harrell,Calhoun,Arkansas,141.0,40.7
13876,Huttig,Union,Arkansas,821.0,3.7
13877,Ivan,Dallas,Arkansas,74.0,8.1
13878,Louann,Ouachita,Arkansas,529.0,2.5
13879,Mcneil,Columbia,Arkansas,673.0,6.8
13880,Norphlet,Union,Arkansas,387.0,168.8
13881,Smackover,Union,Arkansas,2988.0,19.1
13882,Sparkman,Dallas,Arkansas,1712.0,2.7
13883,Whelen Springs,Clark,Arkansas,19.0,38.8
13884,Alleene,Little River,Arkansas,117.0,3.9
13885,Ashdown,Little River,Arkansas,7629.0,11.9
13886,Ben Lomond,Sevier,Arkansas,75.0,22.9
13887,Blevins,Hempstead,Arkansas,441.0,6.4
13888,De Queen,Sevier,Arkansas,10586.0,22.4
13889,Dierks,Howard,Arkansas,2088.0,5.5
13890,Doddridge,Miller,Arkansas,1704.0,4.6
13891,Foreman,Little River,Arkansas,3306.0,7.2
13892,Fouke,Miller,Arkansas,4570.0,10.9
13893,Garland City,Miller,Arkansas,260.0,2.3
13894,Gillham,Sevier,Arkansas,698.0,4.1
13895,Lockesburg,Sevier,Arkansas,2662.0,4.5
13896,Mccaskill,Hempstead,Arkansas,265.0,1.8
13897,Texarkana,Miller,Arkansas,36148.0,51.7
13898,Ozan,Hempstead,Arkansas,206.0,1.5
13899,Rosston,Nevada,Arkansas,1718.0,3.4
13900,Stamps,Lafayette,Arkansas,2205.0,8.0
13901,Hot Springs National Park,Garland,Arkansas,30023.0,113.7
13902,Hot Springs Village,Garland,Arkansas,18998.0,92.4
13903,Antoine,Pike,Arkansas,207.0,38.8
13904,Arkadelphia,Clark,Arkansas,14400.0,14.6
13905,Bonnerdale,Garland,Arkansas,1074.0,5.4
13906,Caddo Gap,Montgomery,Arkansas,597.0,1.8
13907,Cove,Polk,Arkansas,2370.0,11.2
13908,Delight,Pike,Arkansas,1433.0,5.7
13909,Grannis,Polk,Arkansas,851.0,8.4
13910,Jessieville,Garland,Arkansas,843.0,1.7
13911,Mena,Polk,Arkansas,13159.0,7.4
13912,Mountain Pine,Garland,Arkansas,1348.0,21.0
13913,Mount Ida,Montgomery,Arkansas,2876.0,6.9
13914,Newhope,Pike,Arkansas,805.0,4.4
13915,Pearcy,Garland,Arkansas,4961.0,61.6
13916,Pencil Bluff,Montgomery,Arkansas,230.0,5.4
13917,Story,Montgomery,Arkansas,726.0,3.7
13918,Umpire,Howard,Arkansas,405.0,2.3
13919,Vandervoort,Polk,Arkansas,401.0,3.8
13920,Wickes,Polk,Arkansas,1468.0,6.5
13921,Adona,Perry,Arkansas,598.0,10.4
13922,Almyra,Arkansas,Arkansas,791.0,3.1
13923,Altheimer,Jefferson,Arkansas,798.0,1.7
13924,Amagon,Jackson,Arkansas,58.0,1.1
13925,Bald Knob,White,Arkansas,5599.0,12.6
13926,Bauxite,Saline,Arkansas,4813.0,31.8
13927,Beebe,White,Arkansas,13133.0,52.7
13928,Bee Branch,Van Buren,Arkansas,1885.0,7.9
13929,Beedeville,Jackson,Arkansas,54.0,23.2
13930,Brinkley,Monroe,Arkansas,3593.0,7.1
13931,Casa,Perry,Arkansas,787.0,5.0
13932,Casscoe,Arkansas,Arkansas,261.0,4.2
13933,Center Ridge,Conway,Arkansas,1171.0,6.7
13934,Choctaw,Van Buren,Arkansas,0.0,0.0
13935,Cotton Plant,Woodruff,Arkansas,540.0,1.8
13936,Crocketts Bluff,Arkansas,Arkansas,87.0,1.1
13937,De Valls Bluff,Prairie,Arkansas,1130.0,4.2
13938,England,Lonoke,Arkansas,4100.0,6.8
13939,Fox,Stone,Arkansas,537.0,6.0
13940,College Station,Pulaski,Arkansas,0.0,0.0
13941,Grapevine,Grant,Arkansas,1194.0,5.2
13942,Griffithville,White,Arkansas,546.0,2.7
13943,Guy,Faulkner,Arkansas,122.0,21.0
13944,Hattieville,Conway,Arkansas,1981.0,10.8
13945,Hickory Plains,Prairie,Arkansas,237.0,5.3
13946,Higden,Cleburne,Arkansas,2677.0,21.1
13947,Higginson,White,Arkansas,833.0,77.3
13948,Holly Grove,Monroe,Arkansas,1074.0,1.5
13949,Humnoke,Lonoke,Arkansas,283.0,2.8
13950,Jacksonport,Jackson,Arkansas,12.0,112.0
13951,Judsonia,White,Arkansas,7813.0,32.0
13952,Keo,Lonoke,Arkansas,239.0,25.1
13953,Letona,White,Arkansas,232.0,23.8
13954,Lonoke,Lonoke,Arkansas,11761.0,27.7
13955,Fairfield Bay,Van Buren,Arkansas,2333.0,62.0
13956,Little Rock Air Force Base,Pulaski,Arkansas,673.0,216.3
13957,Mccrory,Woodruff,Arkansas,3229.0,4.6
13958,Mcrae,White,Arkansas,2619.0,20.7
13959,Mabelvale,Saline,Arkansas,14079.0,177.7
13960,Mayflower,Faulkner,Arkansas,5844.0,43.1
13961,Menifee,Conway,Arkansas,114.0,15.1
13962,Morrilton,Conway,Arkansas,11250.0,37.0
13963,Maumelle,Pulaski,Arkansas,26322.0,386.7
13964,North Little Rock,Pulaski,Arkansas,10214.0,514.3
13965,Pangburn,White,Arkansas,2753.0,15.0
13966,Paron,Saline,Arkansas,1224.0,3.7
13967,Plumerville,Conway,Arkansas,2393.0,15.1
13968,Poyen,Grant,Arkansas,761.0,12.5
13969,Prim,Cleburne,Arkansas,439.0,6.1
13970,Reydell,Jefferson,Arkansas,16.0,0.4
13971,Roe,Monroe,Arkansas,582.0,5.2
13972,Romance,White,Arkansas,2529.0,19.6
13973,Rose Bud,White,Arkansas,2429.0,13.9
13974,Searcy,White,Arkansas,34692.0,44.3
13975,Solgohachia,Conway,Arkansas,508.0,7.1
13976,Stuttgart,Arkansas,Arkansas,9055.0,11.0
13977,Thida,Independence,Arkansas,121.0,8.3
13978,Tichnor,Arkansas,Arkansas,205.0,0.8
13979,Traskwood,Saline,Arkansas,1377.0,13.6
13980,Vilonia,Faulkner,Arkansas,10246.0,41.7
13981,Wabbaseka,Jefferson,Arkansas,392.0,3.3
13982,Wilburn,Cleburne,Arkansas,390.0,7.9
13983,West Memphis,Crittenden,Arkansas,24404.0,319.0
13984,Aubrey,Lee,Arkansas,56.0,104.2
13985,Blytheville,Mississippi,Arkansas,20255.0,30.9
13986,Brickeys,Lee,Arkansas,1475.0,8.5
13987,Clarkedale,Crittenden,Arkansas,11.0,1.3
13988,Colt,St. Francis,Arkansas,2446.0,10.1
13989,Crumrod,Desha,Arkansas,62.0,0.2
13990,Driver,Mississippi,Arkansas,0.0,0.0
13991,Dyess,Mississippi,Arkansas,533.0,5.2
13992,Earle,Crittenden,Arkansas,2309.0,6.0
13993,Edmondson,Crittenden,Arkansas,138.0,173.2
13994,Elaine,Phillips,Arkansas,289.0,1.5
13995,Forrest City,St. Francis,Arkansas,16320.0,39.6
13996,Frenchmans Bayou,Tipton,Arkansas,15.0,0.2
13997,Gilmore,Crittenden,Arkansas,160.0,36.4
13998,Haynes,Lee,Arkansas,184.0,4.0
13999,Heth,St. Francis,Arkansas,416.0,1.9
14000,Hickory Ridge,Cross,Arkansas,805.0,3.2
14001,Hughes,Crittenden,Arkansas,2315.0,5.2
14002,Joiner,Mississippi,Arkansas,1018.0,5.1
14003,Keiser,Mississippi,Arkansas,791.0,54.0
14004,Lambrook,Phillips,Arkansas,49.0,0.6
14005,Lepanto,Poinsett,Arkansas,2255.0,14.7
14006,Lexa,Phillips,Arkansas,2054.0,6.6
14007,Luxora,Mississippi,Arkansas,1648.0,9.5
14008,Marked Tree,Poinsett,Arkansas,2580.0,11.1
14009,Marvell,Phillips,Arkansas,2017.0,6.0
14010,Mellwood,Phillips,Arkansas,0.0,0.0
14011,Parkin,Cross,Arkansas,866.0,2.6
14012,Rivervale,Poinsett,Arkansas,31.0,184.8
14013,Snow Lake,Desha,Arkansas,14.0,0.1
14014,Turrell,Crittenden,Arkansas,707.0,2.8
14015,Tyronza,Poinsett,Arkansas,1551.0,5.2
14016,Vanndale,Cross,Arkansas,0.0,0.0
14017,West Helena,Phillips,Arkansas,6973.0,80.7
14018,West Ridge,Mississippi,Arkansas,46.0,4.3
14019,Wheatley,St. Francis,Arkansas,547.0,5.2
14020,Widener,St. Francis,Arkansas,410.0,1.8
14021,Wynne,Cross,Arkansas,12771.0,20.3
14022,Alicia,Lawrence,Arkansas,456.0,2.3
14023,Bay,Craighead,Arkansas,3136.0,33.5
14024,Biggers,Randolph,Arkansas,617.0,4.1
14025,Black Oak,Craighead,Arkansas,312.0,7.0
14026,Black Rock,Lawrence,Arkansas,1289.0,12.9
14027,Bono,Craighead,Arkansas,5300.0,23.1
14028,Brookland,Craighead,Arkansas,5257.0,47.2
14029,Caraway,Craighead,Arkansas,1665.0,12.7
14030,Cash,Craighead,Arkansas,504.0,2.4
14031,Datto,Clay,Arkansas,59.0,40.6
14032,Delaplaine,Greene,Arkansas,307.0,1.5
14033,Egypt,Craighead,Arkansas,56.0,89.0
14034,Greenway,Clay,Arkansas,453.0,6.5
14035,Grubbs,Jackson,Arkansas,378.0,23.2
14036,Imboden,Randolph,Arkansas,2073.0,9.2
14037,Knobel,Clay,Arkansas,233.0,1.6
14038,Lafe,Greene,Arkansas,701.0,8.8
14039,Leachville,Mississippi,Arkansas,2469.0,15.8
14040,Mcdougal,Clay,Arkansas,24.0,67.7
14041,Manila,Mississippi,Arkansas,4447.0,13.2
14042,Marmaduke,Greene,Arkansas,2984.0,17.2
14043,Minturn,Lawrence,Arkansas,41.0,36.4
14044,Monette,Craighead,Arkansas,1991.0,13.7
14045,O'Kean,Randolph,Arkansas,148.0,38.6
14046,Paragould,Greene,Arkansas,40251.0,54.5
14047,Peach Orchard,Clay,Arkansas,142.0,1.4
14048,Piggott,Clay,Arkansas,4672.0,18.1
14049,Pollard,Clay,Arkansas,542.0,4.0
14050,Portia,Lawrence,Arkansas,230.0,1122.9
14051,Ravenden,Randolph,Arkansas,1522.0,5.2
14052,Ravenden Springs,Randolph,Arkansas,677.0,4.5
14053,Reyno,Randolph,Arkansas,421.0,44.4
14054,State University,Craighead,Arkansas,953.0,1434.4
14055,Strawberry,Lawrence,Arkansas,1034.0,5.4
14056,Swifton,Jackson,Arkansas,1245.0,5.6
14057,Trumann,Poinsett,Arkansas,9032.0,22.3
14058,Tuckerman,Jackson,Arkansas,2159.0,13.2
14059,Walnut Ridge,Lawrence,Arkansas,7619.0,13.2
14060,Weiner,Poinsett,Arkansas,1064.0,2.2
14061,Williford,Sharp,Arkansas,1473.0,8.0
14062,Horseshoe Bend,Izard,Arkansas,2423.0,43.5
14063,Ash Flat,Sharp,Arkansas,2630.0,10.3
14064,Bexar,Fulton,Arkansas,0.0,0.0
14065,Brockwell,Izard,Arkansas,145.0,2.5
14066,Calico Rock,Baxter,Arkansas,3018.0,7.3
14067,Camp,Fulton,Arkansas,385.0,4.7
14068,Cord,Independence,Arkansas,357.0,2.5
14069,Cushman,Independence,Arkansas,114.0,5.6
14070,Desha,Independence,Arkansas,491.0,49.3
14071,Dolph,Izard,Arkansas,219.0,5.5
